date,tournament,radiant,dire,winner,match_id
2015-04-09,DreamLeague 3 Main Qualifier 1,VP 2,BU,RADIANT,1386161185
2015-04-09,i-League Season 3 EU Qualifiers,VP 2,4ASC,RADIANT,1386505910
2015-04-10,joinDOTA MLG Pro Season 1 Finals,MVP Phoenix,BBC,RADIANT,1389308163
2015-04-10,joinDOTA MLG Pro Season 1 Finals,Empire,MVP Phoenix,RADIANT,1389097807
2015-04-10,i-League Season 3 EU Qualifiers,Alliance,Power Rangers,RADIANT,1388365934
2015-04-10,i-League Season 3 EU Qualifiers,Power Rangers,Alliance,DIRE,1388527586
2015-04-10,D2CL 5 EU Qualifiers,Alliance,HR,DIRE,1389020135
2015-04-11,i-League Season 3 EU Qualifiers,VP 2,M5,DIRE,1391650238
2015-04-11,joinDOTA MLG Pro Season 1 Finals,EG,MVP Phoenix,DIRE,1391818824
2015-04-11,joinDOTA MLG Pro Season 1 Finals,MVP Phoenix,NiP 2,DIRE,1391358859
2015-04-11,i-League Season 3 EU Qualifiers,VP 2,M5,DIRE,1391807778
2015-04-11,i-League Season 3 Americas Qualifiers,coL 2,mouz 2,DIRE,1391897019
2015-04-11,i-League Season 3 Americas Qualifiers,mouz 2,coL 2,RADIANT,1391956583
2015-04-11,i-League Season 3 EU Qualifiers,M5,VP 2,DIRE,1391737132
2015-04-11,joinDOTA MLG Pro Season 1 Finals,MVP Phoenix,NoT,RADIANT,1392003098
2015-04-12,i-League Season 3 EU Qualifiers,M5,Alliance,DIRE,1393948523
2015-04-12,i-League Season 3 EU Qualifiers,Alliance,M5,RADIANT,1393834801
2015-04-12,joinDOTA MLG Pro Season 1 Finals,MVP Phoenix,EG,DIRE,1393970778
2015-04-12,Red Bull Battle Grounds China Qualifiers,Nb,EHOME,RADIANT,1395020059
2015-04-12,Red Bull Battle Grounds Americas Qualifiers,Archon,ROOT 2,RADIANT,1394557200
2015-04-12,Red Bull Battle Grounds Americas Qualifiers,Archon,ROOT 2,DIRE,1394596536
2015-04-12,joinDOTA MLG Pro Season 1 Finals,EG,MVP Phoenix,RADIANT,1394088118
2015-04-12,Red Bull Battle Grounds Americas Qualifiers,Archon,ROOT 2,DIRE,1394635921
2015-04-12,ECL 2015 Spring,VG,DB 2,RADIANT,1393336591
2015-04-12,VPGame Pro League,EHOME,VG,DIRE,1392968767
2015-04-12,ECL 2015 Spring,DB 2,VG,DIRE,1393244468
2015-04-12,VPGame Pro League,VG,EHOME,RADIANT,1392854815
2015-04-13,VPGame Pro League,CDEC,Nb,RADIANT,1395844472
2015-04-13,VPGame Pro League,CDEC,Nb,RADIANT,1395844472
2015-04-13,VPGame Pro League,Nb,CDEC,DIRE,1395694493
2015-04-13,VPGame Pro League,CDEC,Nb,DIRE,1395546722
2015-04-13,VPGame Pro League,Nb,CDEC,DIRE,1395694493
2015-04-13,Red Bull Battle Grounds China Qualifiers,Nb,LGD.cn,DIRE,1395205813
2015-04-13,Red Bull Battle Grounds China Qualifiers,Nb,iG,DIRE,1395382225
2015-04-13,VPGame Pro League,CDEC,Nb,DIRE,1395546722
2015-04-14,Red Bull Battle Grounds Americas Qualifiers,coL 2,EHUG,RADIANT,1398997066
2015-04-14,VPGame Pro League,Nb,Newbee.Y,DIRE,1397426034
2015-04-14,i-League Season 3 SEA Qualifiers,Invasion 3,Fnatic.MY,DIRE,1397666553
2015-04-14,i-League Season 3 SEA Qualifiers,Fnatic.MY,Invasion 3,RADIANT,1397748464
2015-04-14,VPGame Pro League,CDEC,LGD.cn,DIRE,1397628360
2015-04-14,VPGame Pro League,LGD.cn,CDEC,RADIANT,1397775252
2015-04-14,Red Bull Battle Grounds Americas Qualifiers,EHUG,coL 2,DIRE,1398933265
2015-04-15,ESL One Frankfurt 2015 SEA Qualifiers,MVP Phoenix,Fnatic.MY,DIRE,1399717812
2015-04-15,ESL One Frankfurt 2015 SEA Qualifiers,Fnatic.MY,MVP Phoenix,RADIANT,1399967212
2015-04-15,ESL One Frankfurt 2015 SEA Qualifiers,Fnatic.MY,MVP Phoenix,DIRE,1399817827
2015-04-15,DreamLeague 3 Main Qualifier 2,EED,coL 2,RADIANT,1400775587
2015-04-15,Red Bull Battle Grounds Americas Qualifiers,uG,coL 2,RADIANT,1401065087
2015-04-15,Red Bull Battle Grounds Americas Qualifiers,uG,coL 2,DIRE,1401126140
2015-04-15,Red Bull Battle Grounds Americas Qualifiers,coL 2,uG,DIRE,1401196013
2015-04-15,ESL One Frankfurt 2015 SEA Qualifiers,MVP Phoenix,Fnatic.MY,DIRE,1399717812
2015-04-15,ESL One Frankfurt 2015 SEA Qualifiers,Fnatic.MY,MVP Phoenix,RADIANT,1399967212
2015-04-15,DreamLeague 3 Main Qualifier 2,EED,coL 2,RADIANT,1400846766
2015-04-15,ESL One Frankfurt 2015 SEA Qualifiers,Fnatic.MY,MVP Phoenix,DIRE,1399817827
2015-04-15,VPGame Pro League,iG,VG,DIRE,1399981070
2015-04-15,VPGame Pro League,VG,iG,RADIANT,1399865128
2015-04-16,D2CL 5 EU Qualifiers,Alliance,NiP 2,DIRE,1402303248
2015-04-16,Red Bull Battle Grounds CIS Qualifiers,VP 2,HR,DIRE,1402626467
2015-04-16,Red Bull Battle Grounds CIS Qualifiers,NaVi,VP 2,RADIANT,1402306247
2015-04-16,VPGame Pro League,LGD.cn,VG,RADIANT,1401988119
2015-04-16,VPGame Pro League,VG,LGD.cn,DIRE,1401885904
2015-04-16,D2CL 5 EU Qualifiers,NiP 2,Alliance,RADIANT,1402520510
2015-04-16,i-League Season 3 SEA Qualifiers,MVP Phoenix,Mineski,DIRE,1402012905
2015-04-16,i-League Season 3 SEA Qualifiers,Mineski,MVP Phoenix,RADIANT,1401906540
2015-04-16,WCA 2015 China Qualifiers Prelims,Newbee.M,VG,DIRE,1403578166
2015-04-16,VPGame Pro League,Team HGT,CDEC,DIRE,1401578379
2015-04-17,Red Bull Battle Grounds EU Qualifiers,C9,Alliance,RADIANT,1404980304
2015-04-17,WCA 2015 China Qualifiers Prelims,VG,Newbee.M,RADIANT,1403674891
2015-04-17,VPGame Pro League,VG,TongFu,RADIANT,1404178567
2015-04-17,Red Bull Battle Grounds EU Qualifiers,Secret,C9,RADIANT,1405240741
2015-04-17,Red Bull Battle Grounds EU Qualifiers,Secret,C9,RADIANT,1405299188
2015-04-17,VPGame Pro League,TongFu,VG,DIRE,1404318354
2015-04-17,Red Bull Battle Grounds EU Qualifiers,Secret,NiP 2,RADIANT,1404838670
2015-04-17,Red Bull Battle Grounds EU Qualifiers,Alliance,Secret,DIRE,1404529141
2015-04-17,VPGame Pro League,CDEC,TongFu,RADIANT,1403853412
2015-04-17,VPGame Pro League,TongFu,CDEC,RADIANT,1403752544
2015-04-17,Red Bull Battle Grounds EU Qualifiers,Alliance,Secret,DIRE,1404529141
2015-04-17,VPGame Pro League,TongFu,CDEC,RADIANT,1404012015
2015-04-18,i-League Season 3 SEA Qualifiers,Cant Say,Fnatic.MY,DIRE,1406699574
2015-04-18,D2CL 5 EU Qualifiers,Alliance,Empire,RADIANT,1407499045
2015-04-18,VPGame Pro League,VG,LGD.cn,RADIANT,1408707188
2015-04-18,i-League Season 3 SEA Qualifiers,Fnatic.MY,Cant Say,RADIANT,1406839757
2015-04-18,Dota Pit League 3,VP 2,HR,RADIANT,1407644226
2015-04-18,Dota Pit League 3,HR,VP 2,DIRE,1407817135
2015-04-18,D2CL 5 EU Qualifiers,Empire,Alliance,RADIANT,1407667715
2015-04-18,VPGame Pro League,LGD.cn,VG,DIRE,1408846039
2015-04-19,VPGame Pro League,VG,LGD.cn,DIRE,1409024349
2015-04-19,VPGame Pro League,LGD.cn,VG,DIRE,1409230166
2015-04-19,ESL One Frankfurt 2015 China Qualifiers,Nb,EP,RADIANT,1410239052
2015-04-19,i-League Season 3 SEA Qualifiers,Fnatic.MY,Mineski,RADIANT,1410104194
2015-04-19,i-League Season 3 SEA Qualifiers,Mineski,Fnatic.MY,DIRE,1410309367
2015-04-19,ESL One Frankfurt 2015 China Qualifiers,EP,Nb,DIRE,1410112449
2015-04-19,ESL One Frankfurt 2015 China Qualifiers,Nb,EP,DIRE,1409836399
2015-04-19,i-League Season 3 SEA Qualifiers,Mineski,Fnatic.MY,RADIANT,1409931030
2015-04-20,ESL One Frankfurt 2015 China Qualifiers,EHOME,Nb,DIRE,1412181660
2015-04-20,ESL One Frankfurt 2015 China Qualifiers,EHOME,Nb,DIRE,1412181660
2015-04-20,ESL One Frankfurt 2015 China Qualifiers,Nb,EHOME,RADIANT,1412039264
2015-04-21,ESL One Frankfurt 2015 SEA Qualifiers,Mineski,Fnatic.MY,DIRE,1413830362
2015-04-21,jD MLG SEA Qualifiers 2,Fnatic.MY,Arcanys,RADIANT,1414301744
2015-04-21,jD MLG SEA Qualifiers 2,Arcanys,Fnatic.MY,DIRE,1414480214
2015-04-21,i-League Season 3 China Qualifiers,Newbee.Y,VG,DIRE,1413974664
2015-04-21,ESL One Frankfurt 2015 SEA Qualifiers,Fnatic.MY,Mineski,RADIANT,1413963421
2015-04-21,i-League Season 3 China Qualifiers,VG,Newbee.Y,RADIANT,1413885728
2015-04-21,WCA 2015 China Qualifiers Prelims,CDEC,DK,RADIANT,1414070361
2015-04-21,WCA 2015 China Qualifiers Prelims,CDEC,DK,DIRE,1413825200
2015-04-21,Canada Cup 5,NoT,coL 2,DIRE,1415105624
2015-04-21,WCA 2015 China Qualifiers Prelims,DK,CDEC,DIRE,1413961915
2015-04-22,Canada Cup 5,rbd,coL 2,DIRE,1417355607
2015-04-22,Canada Cup 5,coL 2,EHUG,DIRE,1417303696
2015-04-22,jD MLG SEA Qualifiers 2,Cant Say,MVP Phoenix,DIRE,1415953079
2015-04-22,jD MLG SEA Qualifiers 2,MVP Phoenix,Cant Say,RADIANT,1416058820
2015-04-22,jD MLG Americas Qualifiers 2,Archon,paiN,RADIANT,1417366207
2015-04-22,jD MLG Americas Qualifiers 2,paiN,Archon,DIRE,1417336664
2015-04-22,ESL One Frankfurt 2015 China Qualifiers,Nb,iG,DIRE,1416377444
2015-04-22,ESL One Frankfurt 2015 China Qualifiers,iG,Nb,RADIANT,1416564199
2015-04-23,Canada Cup 5,TOP5,Archon,RADIANT,1419553348
2015-04-23,Canada Cup 5,GOONS,Archon,DIRE,1419623378
2015-04-23,WCA 2015 China Qualifiers Prelims,EHOME,Team HGT,DIRE,1419852322
2015-04-23,Canada Cup 5,Archon,VB,RADIANT,1419473361
2015-04-23,i-League Season 3 China Qualifiers,Old boys,CDEC,DIRE,1418583549
2015-04-23,i-League Season 3 China Qualifiers,CDEC,Old boys,RADIANT,1418430420
2015-04-24,i-League Season 3 China Qualifiers,Newbee.M,EHOME,DIRE,1420344404
2015-04-24,StarSeries 12 Finals,Fnatic.MY,Secret,RADIANT,1420622700
2015-04-24,StarSeries 12 Finals,Secret,Fnatic.MY,RADIANT,1420816727
2015-04-24,StarSeries 12 Finals,Fnatic.MY,Secret,RADIANT,1421007628
2015-04-24,WCA 2015 China Qualifiers Prelims,Team HGT,EHOME,RADIANT,1419961819
2015-04-24,StarSeries 12 Finals,Alliance,iG,DIRE,1421421139
2015-04-24,StarSeries 12 Finals,Fnatic.MY,Secret,RADIANT,1420622700
2015-04-24,StarSeries 12 Finals,iG,Alliance,RADIANT,1421280530
2015-04-24,StarSeries 12 Finals,VG,LC,RADIANT,1420142374
2015-04-24,i-League Season 3 China Qualifiers,EHOME,Newbee.M,RADIANT,1420410135
2015-04-24,StarSeries 12 Finals,Fnatic.MY,Secret,RADIANT,1421007628
2015-04-24,StarSeries 12 Finals,Secret,Fnatic.MY,RADIANT,1420816727
2015-04-24,StarSeries 12 Finals,LC,VG,DIRE,1420243583
2015-04-25,i-League Season 3 China Qualifiers,CDEC,VG.P,DIRE,1423088014
2015-04-25,i-League Season 3 China Qualifiers,VG.P,CDEC,RADIANT,1422956302
2015-04-25,i-League Season 3 China Qualifiers,Team HGT,Nb,RADIANT,1423288554
2015-04-25,StarSeries 12 Finals,VG,C9,RADIANT,1422859350
2015-04-25,i-League Season 3 China Qualifiers,Nb,Team HGT,RADIANT,1423467148
2015-04-25,StarSeries 12 Finals,Fnatic.MY,mouz 2,DIRE,1423692107
2015-04-25,StarSeries 12 Finals,mouz 2,Fnatic.MY,RADIANT,1423493592
2015-04-25,StarSeries 12 Finals,iG,Fnatic.MY,RADIANT,1423009257
2015-04-25,StarSeries 12 Finals,iG,Fnatic.MY,RADIANT,1422859329
2015-04-25,StarSeries 12 Finals,Alliance,Secret,RADIANT,1422406844
2015-04-25,StarSeries 12 Finals,C9,VG,DIRE,1423036681
2015-04-25,StarSeries 12 Finals,Fnatic.MY,mouz 2,RADIANT,1423328513
2015-04-25,StarSeries 12 Finals,Alliance,C9,DIRE,1423570663
2015-04-25,StarSeries 12 Finals,VG,iG,DIRE,1423997941
2015-04-25,StarSeries 12 Finals,VG,iG,RADIANT,1424090189
2015-04-25,StarSeries 12 Finals,Alliance,C9,DIRE,1423329678
2015-04-25,StarSeries 12 Finals,Alliance,Secret,RADIANT,1422527977
2015-04-25,StarSeries 12 Finals,iG,VG,DIRE,1423858816
2015-04-25,StarSeries 12 Finals,Alliance,Secret,RADIANT,1422406844
2015-04-25,StarSeries 12 Finals,Alliance,Secret,RADIANT,1422527977
2015-04-26,Canada Cup 5,EHUG,coL 2,RADIANT,1426746167
2015-04-26,i-League Season 3 China Qualifiers,CDEC,EHOME,RADIANT,1426111162
2015-04-26,i-League Season 3 China Qualifiers,EHOME,CDEC,RADIANT,1426245161
2015-04-26,i-League Season 3 China Qualifiers,CDEC,EHOME,RADIANT,1426111162
2015-04-26,i-League Season 3 China Qualifiers,EHOME,CDEC,RADIANT,1426245161
2015-04-26,StarSeries 12 Finals,iG,VG,RADIANT,1425968281
2015-04-26,StarSeries 12 Finals,iG,VG,DIRE,1426147704
2015-04-26,StarSeries 12 Finals,VG,iG,RADIANT,1425815594
2015-04-26,Canada Cup 5,NoT,coL 2,RADIANT,1426808450
2015-04-28,i-League Season 3 China Qualifiers,Bheart,EHOME,DIRE,1429747349
2015-04-28,i-League Season 3 China Qualifiers,Nb,TongFu.WZ,RADIANT,1430261987
2015-04-28,Canada Cup 5,Archon,Wh,RADIANT,1431047359
2015-04-28,Canada Cup 5,Wh,Archon,DIRE,1431095491
2015-04-28,i-League Season 3 China Qualifiers,EHOME,Bheart,RADIANT,1429873841
2015-04-28,i-League Season 3 China Qualifiers,TongFu.WZ,Nb,DIRE,1430045419
2015-04-28,Dota Pit League 3,Alliance,NiP 2,DIRE,1430857330
2015-04-28,Dota Pit League 3,NiP 2,Alliance,RADIANT,1430744424
2015-04-28,Dota Pit League 3,Alliance,NiP 2,RADIANT,1430662168
2015-04-29,jD MLG EU Qualifiers 2,Hao,VP 2,DIRE,1432842552
2015-04-29,WCA 2015 China Qualifiers Prelims,Nb,VG,RADIANT,1431862578
2015-04-29,WCA 2015 China Qualifiers Prelims,VG,Nb,RADIANT,1432120246
2015-04-29,WCA 2015 China Qualifiers Prelims,Nb,VG,DIRE,1431996178
2015-04-29,i-League Season 3 China Qualifiers,iG,CDEC,RADIANT,1432309220
2015-04-29,WCA 2015 China Qualifiers Prelims,Nb,VG,RADIANT,1431862578
2015-04-29,jD MLG EU Qualifiers 2,VP 2,Hao,RADIANT,1432951468
2015-04-29,WCA 2015 China Qualifiers Prelims,VG,Nb,RADIANT,1432120246
2015-04-29,WCA 2015 China Qualifiers Prelims,TongFu,EHOME,DIRE,1433651403
2015-04-29,WCA 2015 China Qualifiers Prelims,Nb,VG,DIRE,1431996178
2015-04-29,i-League Season 3 China Qualifiers,CDEC,iG,RADIANT,1432475562
2015-04-30,i-League Season 3 China Qualifiers,Nb,VG,DIRE,1434289074
2015-04-30,WCA 2015 China Qualifiers Prelims,EHOME,TongFu,RADIANT,1433741042
2015-04-30,i-League Season 3 China Qualifiers,VG,Nb,RADIANT,1434178118
2015-04-30,jD MLG SEA Qualifiers 2,Fnatic.MY,Invasion 3,RADIANT,1433909310
2015-04-30,jD MLG SEA Qualifiers 2,MVP HOT6,MVP Phoenix,RADIANT,1434232622
2015-04-30,jD MLG SEA Qualifiers 2,MVP Phoenix,MVP HOT6,DIRE,1434382304
2015-04-30,i-League Season 3 China Qualifiers,VG,Nb,RADIANT,1434178118
2015-04-30,i-League Season 3 China Qualifiers,Nb,VG,DIRE,1434289074
2015-04-30,jD MLG SEA Qualifiers 2,Invasion 3,Fnatic.MY,DIRE,1434012664
2015-05-01,Canada Cup 5,SumsRift,Archon,DIRE,1439497995
2015-05-01,Canada Cup 5,Archon,SumsRift,RADIANT,1439586083
2015-05-02,i-League Season 3 China Qualifiers,CDEC,Bheart,DIRE,1440921415
2015-05-02,i-League Season 3 China Qualifiers,VG,TongFu,RADIANT,1441166608
2015-05-02,i-League Season 3 China Qualifiers,TongFu,VG,DIRE,1441332152
2015-05-02,i-League Season 3 China Qualifiers,VG,TongFu.WZ,RADIANT,1441467233
2015-05-02,i-League Season 3 China Qualifiers,TongFu.WZ,VG,DIRE,1441649092
2015-05-02,jD MLG SEA Qualifiers 2,Fnatic.MY,MVP HOT6,RADIANT,1440619452
2015-05-02,jD MLG SEA Qualifiers 2,MVP HOT6,Fnatic.MY,RADIANT,1440849489
2015-05-02,jD MLG SEA Qualifiers 2,Fnatic.MY,MVP HOT6,RADIANT,1441075807
2015-05-02,i-League Season 3 China Qualifiers,EP,EHOME,RADIANT,1440612175
2015-05-02,i-League Season 3 China Qualifiers,EHOME,EP,DIRE,1440431986
2015-05-02,i-League Season 3 China Qualifiers,Bheart,CDEC,RADIANT,1440795164
2015-05-03,i-League Season 3 China Qualifiers,DG,Nb,DIRE,1444573475
2015-05-03,jD MLG Americas Qualifiers 2,mouz 2,Archon,RADIANT,1445782871
2015-05-03,jD MLG Americas Qualifiers 2,mouz 2,Archon,DIRE,1445655378
2015-05-03,i-League Season 3 China Qualifiers,Newbee.Y,Nb,DIRE,1443982046
2015-05-03,i-League Season 3 China Qualifiers,Nb,Newbee.Y,RADIANT,1444137725
2015-05-03,jD MLG Americas Qualifiers 2,Archon,mouz 2,DIRE,1445731954
2015-05-03,i-League Season 3 China Qualifiers,Nb,DG,RADIANT,1444779738
2015-05-03,i-League Season 3 China Qualifiers,CDEC,EP,RADIANT,1443633714
2015-05-03,i-League Season 3 China Qualifiers,EP,CDEC,DIRE,1443758749
2015-05-04,i-League Season 3 China Qualifiers,Team HGT,VG,DIRE,1447284666
2015-05-04,i-League Season 3 China Qualifiers,VG,Team HGT,RADIANT,1447167702
2015-05-04,i-League Season 3 China Qualifiers,VG,DG,RADIANT,1447026645
2015-05-04,i-League Season 3 China Qualifiers,DG,VG,DIRE,1446927749
2015-05-05,Red Bull Battle Grounds Finals,Fnatic.MY,SumsRift,RADIANT,1451141384
2015-05-05,Canada Cup 5,Archon,Boreal 2,RADIANT,1450603921
2015-05-05,Red Bull Battle Grounds Finals,Secret,Fnatic.MY,RADIANT,1450903302
2015-05-05,Red Bull Battle Grounds Finals,Fnatic.MY,HR,DIRE,1450835568
2015-05-05,Red Bull Battle Grounds Finals,Fnatic.MY,SumsRift,RADIANT,1450649862
2015-05-05,jD MLG EU Qualifiers 2,4ASC,Alliance,DIRE,1450580067
2015-05-05,Red Bull Battle Grounds Finals,Secret,Fnatic.MY,RADIANT,1450903302
2015-05-05,jD MLG EU Qualifiers 2,Alliance,4ASC,RADIANT,1450514832
2015-05-05,Canada Cup 5,Boreal 2,Archon,DIRE,1450664852
2015-05-05,i-League Season 3 China Qualifiers,DK,VG,DIRE,1449397938
2015-05-05,i-League Season 3 China Qualifiers,VG,DK,RADIANT,1449495090
2015-05-06,DreamLeague 3 Qualifiers,Alliance,NaVi,RADIANT,1453048038
2015-05-06,WCA 2015 China Qualifiers Prelims,EHOME,Newbee.Y,RADIANT,1453701425
2015-05-06,DreamLeague 3 Qualifiers,Alliance,NaVi,RADIANT,1452942532
2015-05-06,i-League Season 3 China Qualifiers,Old boys,EHOME,DIRE,1452208550
2015-05-06,i-League Season 3 China Qualifiers,EHOME,Old boys,RADIANT,1452092482
2015-05-06,Red Bull Battle Grounds Finals,Secret,Fnatic.MY,RADIANT,1453223472
2015-05-06,Red Bull Battle Grounds Finals,HR,Fnatic.MY,DIRE,1453098869
2015-05-06,Red Bull Battle Grounds Finals,Secret,Fnatic.MY,RADIANT,1453223472
2015-05-07,DreamLeague 3 Qualifiers,VP 2,Alliance,RADIANT,1455176597
2015-05-07,WCA 2015 China Qualifiers Prelims,Newbee.Y,EHOME,DIRE,1453800956
2015-05-07,i-League Season 3 China Qualifiers,VG.P,EHOME,DIRE,1454243568
2015-05-07,i-League Season 3 China Qualifiers,EHOME,VG.P,DIRE,1454381964
2015-05-07,DreamLeague 3 Qualifiers,Basically,Alliance,DIRE,1455408284
2015-05-07,WCA 2015 China Qualifiers Prelims,Bheart,CDEC,DIRE,1454161505
2015-05-07,DreamLeague 3 Qualifiers,Alliance,Basically,RADIANT,1455327491
2015-05-07,DreamLeague 3 Qualifiers,VP 2,Alliance,RADIANT,1455176597
2015-05-07,DreamLeague 3 Qualifiers,Alliance,VP 2,RADIANT,1455074160
2015-05-07,WCA 2015 China Qualifiers Prelims,Bheart,CDEC,RADIANT,1454282520
2015-05-07,WCA 2015 China Qualifiers Prelims,Bheart,CDEC,DIRE,1454432355
2015-05-07,DreamLeague 3 Qualifiers,Alliance,VP 2,RADIANT,1455074160
2015-05-08,MarsTV 2015 China Qualifiers,EHOME,LGD.cn,DIRE,1457269917
2015-05-08,MarsTV 2015 China Qualifiers,CDEC,LGD.cn,DIRE,1456382481
2015-05-08,MarsTV 2015 China Qualifiers,LGD.cn,CDEC,RADIANT,1456550151
2015-05-08,i-League Season 3 China Qualifiers,Newbee.M,CDEC,RADIANT,1456777604
2015-05-08,MarsTV 2015 China Qualifiers,LGD.cn,DK,RADIANT,1459110283
2015-05-08,MarsTV 2015 China Qualifiers,DK,LGD.cn,DIRE,1459012231
2015-05-08,i-League Season 3 China Qualifiers,CDEC,Newbee.M,RADIANT,1456955408
2015-05-08,MarsTV 2015 China Qualifiers,Nb,Team HGT,DIRE,1456929310
2015-05-08,MarsTV 2015 China Qualifiers,Team HGT,Nb,RADIANT,1456723721
2015-05-08,jD MLG Americas Qualifiers 2,NoT,Archon,DIRE,1458360184
2015-05-08,jD MLG Americas Qualifiers 2,Archon,NoT,RADIANT,1458430294
2015-05-08,MarsTV 2015 China Qualifiers,LGD.cn,EHOME,DIRE,1457115381
2015-05-09,MarsTV 2015 China Qualifiers,CDEC,Team HGT,RADIANT,1459259718
2015-05-09,MarsTV 2015 China Qualifiers,Team HGT,CDEC,DIRE,1459418421
2015-05-09,D2CL 5 Finals,Empire,VG,DIRE,1460618649
2015-05-09,D2CL 5 Finals,VG,NiP 2,RADIANT,1460065387
2015-05-09,D2CL 5 Finals,NiP 2,VG,DIRE,1460205121
2015-05-09,D2CL 5 Finals,VG,Empire,DIRE,1460479274
2015-05-09,D2CL 5 Finals,VG,Empire,DIRE,1460774743
2015-05-09,MarsTV 2015 China Qualifiers,Nb,LGD.cn,DIRE,1459920962
2015-05-09,MarsTV 2015 China Qualifiers,Nb,LGD.cn,DIRE,1459920962
2015-05-09,MarsTV 2015 China Qualifiers,DK,EHOME,DIRE,1461882183
2015-05-09,MarsTV 2015 China Qualifiers,LGD.cn,Nb,DIRE,1460112911
2015-05-09,MarsTV 2015 China Qualifiers,LGD.cn,Nb,DIRE,1460112911
2015-05-10,jD MLG Americas Qualifiers 2,Archon,ROOT 2,RADIANT,1463878767
2015-05-10,jD MLG Americas Qualifiers 2,Archon,ROOT 2,RADIANT,1463964181
2015-05-10,MarsTV 2015 China Qualifiers,EHOME,DK,RADIANT,1462061417
2015-05-10,MarsTV 2015 China Qualifiers,CDEC,EHOME,DIRE,1462203333
2015-05-10,MarsTV 2015 China Qualifiers,EHOME,CDEC,RADIANT,1462380519
2015-05-10,MarsTV 2015 China Qualifiers,EHOME,IMG,RADIANT,1462821521
2015-05-10,MarsTV 2015 China Qualifiers,IMG,EHOME,DIRE,1462949166
2015-05-10,Red Bull Battle Grounds Finals,Secret,iG,RADIANT,1463959267
2015-05-10,Red Bull Battle Grounds Finals,Secret,iG,DIRE,1464022030
2015-05-10,Red Bull Battle Grounds Finals,Secret,iG,DIRE,1464109298
2015-05-10,Red Bull Battle Grounds Finals,Secret,iG,RADIANT,1464152992
2015-05-10,Red Bull Battle Grounds Finals,Secret,iG,RADIANT,1464227696
2015-05-10,MarsTV 2015 China Qualifiers,EHOME,CDEC,RADIANT,1462380519
2015-05-10,MarsTV 2015 China Qualifiers,CDEC,EHOME,DIRE,1462203333
2015-05-10,jD MLG Americas Qualifiers 2,ROOT 2,Archon,RADIANT,1463761256
2015-05-10,Red Bull Battle Grounds Finals,Ehome.My,Fnatic.MY,RADIANT,1463837535
2015-05-10,D2CL 5 Finals,Empire,VG,RADIANT,1463567607
2015-05-10,D2CL 5 Finals,VG,Empire,DIRE,1463392032
2015-05-10,D2CL 5 Finals,BU,VG,DIRE,1463153544
2015-05-10,D2CL 5 Finals,VG,BU,RADIANT,1463014046
2015-05-11,i-League Season 3 China Qualifiers,Nb,DK,RADIANT,1465656073
2015-05-11,DreamLeague 3 Qualifiers,VP 2,Basically,RADIANT,1466042692
2015-05-11,DreamLeague 3 Qualifiers,VP 2,Basically,DIRE,1465923163
2015-05-11,i-League Season 3 China Qualifiers,DK,Nb,DIRE,1465499153
2015-05-11,i-League Season 3 China Qualifiers,TongFu,Nb,DIRE,1465255270
2015-05-11,i-League Season 3 China Qualifiers,Nb,TongFu,RADIANT,1465128946
2015-05-11,DreamLeague 3 Qualifiers,Alliance,Vega,RADIANT,1466307554
2015-05-11,DreamLeague 3 Qualifiers,Alliance,Vega,DIRE,1466203273
2015-05-13,The Summit 3 Finals,Rave,VG,DIRE,1470780463
2015-05-13,The Summit 3 Finals,C9,VG,DIRE,1471122762
2015-05-13,The Summit 3 Finals,VG,C9,RADIANT,1471167234
2015-05-13,The Summit 3 Finals,Rave,VG,DIRE,1470673134
2015-05-13,jD MLG EU Qualifiers 2,BB 5,Alliance,DIRE,1471024508
2015-05-13,jD MLG EU Qualifiers 2,VP 2,NiP 2,RADIANT,1470680709
2015-05-13,jD MLG EU Qualifiers 2,Alliance,BB 5,RADIANT,1470944649
2015-05-13,jD MLG EU Qualifiers 2,NiP 2,VP 2,DIRE,1470596296
2015-05-14,The Summit 3 Finals,Secret,LGD.cn,RADIANT,1473427701
2015-05-14,The Summit 3 Finals,LGD.cn,NoT,RADIANT,1473327299
2015-05-14,The Summit 3 Finals,Secret,iG,RADIANT,1473104602
2015-05-14,The Summit 3 Finals,Secret,LGD.cn,RADIANT,1473482567
2015-05-14,MarsTV 2015 China Qualifiers,TongFu,CDEC,DIRE,1472311371
2015-05-14,MarsTV 2015 China Qualifiers,CDEC,TongFu,DIRE,1472141696
2015-05-14,MarsTV 2015 China Qualifiers,DK,CDEC,DIRE,1472009338
2015-05-14,The Summit 3 Finals,Secret,iG,RADIANT,1473003115
2015-05-14,MarsTV 2015 China Qualifiers,CDEC,DK,RADIANT,1471873117
2015-05-14,The Summit 3 Finals,Secret,LGD.cn,RADIANT,1473482567
2015-05-14,MarsTV 2015 China Qualifiers,EHOME,Nb,RADIANT,1472655640
2015-05-14,MarsTV 2015 China Qualifiers,Nb,EHOME,DIRE,1472447125
2015-05-14,MarsTV 2015 China Qualifiers,Nb,EHOME,DIRE,1472447125
2015-05-14,MarsTV 2015 China Qualifiers,EHOME,Nb,RADIANT,1472655640
2015-05-14,The Summit 3 Finals,Secret,LGD.cn,RADIANT,1473427701
2015-05-14,The Summit 3 Finals,NoT,LGD.cn,DIRE,1473251449
